InventoryItem(productName=TrailTracker GPS Device, quantity=6, arrivalDate=2025-04-16, manufacturer=Trailblazer Outfitters, category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=100, arrivalDate=2025-05-13, manufacturer=Wilderness Wares, category=hiking equipment)
InventoryItem(productName=NatureSeeker Binoculars, quantity=812, arrivalDate=2024-06-12, manufacturer=Wilderness Wares, category=fishing supplies)
InventoryItem(productName=CampfirePro Cooking Set, quantity=572, arrivalDate=2025-05-24, manufacturer=Nature's Trail Gear, category=climbing)
InventoryItem(productName=OutdoorGear Hammock, quantity=171, arrivalDate=2024-08-31, manufacturer=Trailblazer Supplies, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=249, arrivalDate=2024-01-03, manufacturer=Trailblazer Gear, category=hiking equipment)
InventoryItem(productName=TrailTracker GPS Device, quantity=241, arrivalDate=2025-09-04, manufacturer=Wilderness Outfitters, category=mountain biking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=390, arrivalDate=2024-09-09, manufacturer=Expedition Outfitters, category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=967, arrivalDate=2025-07-24, manufacturer=Nature's Trail Gear, category=backpacking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=4, arrivalDate=2024-08-03, manufacturer=Nature's Best Gear, category=mountain biking)
InventoryItem(productName=AdventurePro Backpack, quantity=414, arrivalDate=2024-11-02, manufacturer=Trailblazer Outfitters, category=mountain biking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=419, arrivalDate=2025-03-10, manufacturer=Nature's Edge Equipment, category=skiing)
InventoryItem(productName=OutdoorGear Hammock, quantity=173, arrivalDate=2024-04-16, manufacturer=Trailblazer Outfitters, category=skiing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=775, arrivalDate=2024-03-13, manufacturer=Adventure Gear Co., category=mountain biking)
InventoryItem(productName=TrailTracker GPS Device, quantity=978, arrivalDate=2024-07-26, manufacturer=Explorer's Edge Equipment, category=mountain biking)
InventoryItem(productName=TrailTracker GPS Device, quantity=637, arrivalDate=2024-05-07, manufacturer=Backcountry Bound, category=climbing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=796, arrivalDate=2025-04-08, manufacturer=Adventure Seekers Gear, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=130, arrivalDate=2024-04-21, manufacturer=Wilderness Wares, category=climbing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=145, arrivalDate=2025-07-07, manufacturer=Pioneer Gearworks, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=976, arrivalDate=2024-09-15, manufacturer=Nature's Best Gear, category=mountain biking)
InventoryItem(productName=OutdoorGear Hammock, quantity=276, arrivalDate=2024-09-02, manufacturer=Summit Supplies, category=mountain biking)
InventoryItem(productName=CampfirePro Cooking Set, quantity=551, arrivalDate=2025-02-08, manufacturer=Outdoor Gear Emporium, category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=42, arrivalDate=2024-07-22, manufacturer=Summit Seekers, category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=868, arrivalDate=2025-02-08, manufacturer=Summit Seekers, category=mountain biking)
InventoryItem(productName=CampfirePro Cooking Set, quantity=11, arrivalDate=2024-10-31, manufacturer=Summit Seekers, category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=493, arrivalDate=2024-01-15, manufacturer=Outdoor Provisions Ltd., category=backpacking)
InventoryItem(productName=CampfirePro Cooking Set, quantity=481, arrivalDate=2024-11-19, manufacturer=Pioneer Gearworks, category=camping gear)
InventoryItem(productName=HikePro Trekking Poles, quantity=764, arrivalDate=2024-07-20, manufacturer=Adventure Gear Co., category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=543, arrivalDate=2025-08-13, manufacturer=Alpine Adventure Co., category=fishing supplies)
InventoryItem(productName=CampfirePro Cooking Set, quantity=191, arrivalDate=2024-11-25, manufacturer=Explorers Equipment, category=fishing supplies)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=650, arrivalDate=2024-08-21, manufacturer=Outdoor Pursuits Co., category=backpacking)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=240, arrivalDate=2025-05-14, manufacturer=Summit Seekers, category=fishing supplies)
InventoryItem(productName=NatureSeeker Binoculars, quantity=644, arrivalDate=2024-09-19, manufacturer=Alpine Adventure Co., category=hiking equipment)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=981, arrivalDate=2024-12-15, manufacturer=Wilderness Wares, category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=494, arrivalDate=2025-02-07, manufacturer=Adventure Gear Co., category=skiing)
InventoryItem(productName=OutdoorGear Hammock, quantity=995, arrivalDate=2024-03-21, manufacturer=Explorer's Edge Equipment, category=backpacking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=982, arrivalDate=2025-09-25, manufacturer=Nature's Edge Equipment, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=379, arrivalDate=2025-07-31, manufacturer=Summit Supplies, category=fishing supplies)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=474, arrivalDate=2024-10-12, manufacturer=Outdoor Discovery Co., category=fishing supplies)
InventoryItem(productName=OutdoorGear Hammock, quantity=12, arrivalDate=2025-08-11, manufacturer=Wilderness Outfitters, category=climbing)
InventoryItem(productName=HikePro Trekking Poles, quantity=505, arrivalDate=2025-06-11, manufacturer=Trailblazer Gear, category=hiking equipment)
InventoryItem(productName=NatureSeeker Binoculars, quantity=68, arrivalDate=2025-04-08, manufacturer=Nature's Trail Gear, category=climbing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=92, arrivalDate=2025-04-10, manufacturer=Adventure Gear Co., category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=144, arrivalDate=2025-03-05, manufacturer=Outdoor Pursuits Co., category=skiing)
InventoryItem(productName=AdventurePro Backpack, quantity=611, arrivalDate=2024-04-12, manufacturer=Alpine Adventure Co., category=hiking equipment)
InventoryItem(productName=OutdoorGear Hammock, quantity=578, arrivalDate=2024-12-25, manufacturer=Summit Seekers, category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=606, arrivalDate=2025-09-05, manufacturer=Trailblazer Gear, category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=405, arrivalDate=2024-05-09, manufacturer=Nature's Edge Equipment, category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=176, arrivalDate=2025-06-23, manufacturer=Peak Performance Gear, category=camping gear)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=898, arrivalDate=2024-09-12, manufacturer=Adventure Seekers Gear, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=579, arrivalDate=2024-01-19, manufacturer=Trailblazer Gear, category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=708, arrivalDate=2025-02-28, manufacturer=Adventure Gear Co., category=climbing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=286, arrivalDate=2024-06-29, manufacturer=Wildland Gear, category=fishing supplies)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=394, arrivalDate=2025-07-08, manufacturer=Trailblazer Supplies, category=climbing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=719, arrivalDate=2024-09-17, manufacturer=Trailblazer Supplies, category=climbing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=325, arrivalDate=2025-01-16, manufacturer=Trailblazer Outfitters, category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=289, arrivalDate=2025-04-08, manufacturer=Trailblazer Supplies, category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=998, arrivalDate=2024-02-02, manufacturer=Summit Seekers, category=camping gear)
InventoryItem(productName=TrailTracker GPS Device, quantity=888, arrivalDate=2024-08-04, manufacturer=Nature's Trail Gear, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=291, arrivalDate=2024-02-23, manufacturer=Wilderness Wares, category=backpacking)
InventoryItem(productName=HikePro Trekking Poles, quantity=255, arrivalDate=2025-04-10, manufacturer=Nature's Edge Equipment, category=climbing)
InventoryItem(productName=AdventurePro Backpack, quantity=73, arrivalDate=2024-01-26, manufacturer=Wilderness Outfitters, category=hiking equipment)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=906, arrivalDate=2025-04-28, manufacturer=Explorer's Edge Equipment, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=871, arrivalDate=2024-11-30, manufacturer=Nature's Edge Equipment, category=hiking equipment)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=331, arrivalDate=2024-04-20, manufacturer=Adventure Gear Co., category=skiing)
InventoryItem(productName=AdventurePro Backpack, quantity=257, arrivalDate=2025-03-02, manufacturer=Adventure Gear Co., category=hiking equipment)
InventoryItem(productName=AdventurePro Backpack, quantity=724, arrivalDate=2024-03-22, manufacturer=Outdoor Gear Emporium, category=mountain biking)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=503, arrivalDate=2025-03-11, manufacturer=Summit Seekers, category=climbing)
InventoryItem(productName=TrailTracker GPS Device, quantity=410, arrivalDate=2024-01-27, manufacturer=Nature's Best Gear, category=backpacking)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=729, arrivalDate=2025-05-14, manufacturer=Adventure Seekers Gear, category=camping gear)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=378, arrivalDate=2024-08-19, manufacturer=Summit Seekers, category=camping gear)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=769, arrivalDate=2024-03-31, manufacturer=Explorers Equipment, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=19, arrivalDate=2024-01-27, manufacturer=Nature's Edge Equipment, category=camping gear)
InventoryItem(productName=HikePro Trekking Poles, quantity=353, arrivalDate=2025-02-11, manufacturer=Summit Supplies, category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=35, arrivalDate=2025-07-30, manufacturer=Outdoor Pursuits Co., category=camping gear)
InventoryItem(productName=OutdoorGear Hammock, quantity=992, arrivalDate=2025-01-09, manufacturer=Alpine Adventure Co., category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=845, arrivalDate=2024-03-05, manufacturer=Adventure Gear Co., category=skiing)
InventoryItem(productName=TrailTracker GPS Device, quantity=87, arrivalDate=2024-02-21, manufacturer=Nature's Trail Gear, category=mountain biking)
InventoryItem(productName=TrailTracker GPS Device, quantity=806, arrivalDate=2025-07-14, manufacturer=Backcountry Bound, category=climbing)
InventoryItem(productName=HikePro Trekking Poles, quantity=434, arrivalDate=2024-01-17, manufacturer=Alpine Adventure Co., category=mountain biking)
InventoryItem(productName=TrailTracker GPS Device, quantity=105, arrivalDate=2025-07-28, manufacturer=Adventure Gear Co., category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=726, arrivalDate=2025-01-11, manufacturer=Outdoor Provisions Ltd., category=hiking equipment)
InventoryItem(productName=NatureSeeker Binoculars, quantity=325, arrivalDate=2025-06-09, manufacturer=Pioneer Gearworks, category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=964, arrivalDate=2025-02-03, manufacturer=Pioneer Gearworks, category=fishing supplies)
InventoryItem(productName=OutdoorGear Hammock, quantity=142, arrivalDate=2024-11-26, manufacturer=Trailblazer Outfitters, category=mountain biking)
InventoryItem(productName=TrailTracker GPS Device, quantity=414, arrivalDate=2024-10-21, manufacturer=Wildland Gear, category=hiking equipment)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=411, arrivalDate=2025-02-27, manufacturer=Adventure Gear Co., category=backpacking)
InventoryItem(productName=OutdoorGear Hammock, quantity=757, arrivalDate=2024-11-06, manufacturer=Wilderness Outfitters, category=skiing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=554, arrivalDate=2024-05-29, manufacturer=Explorer's Edge Equipment, category=hiking equipment)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=105, arrivalDate=2024-12-15, manufacturer=Alpine Adventure Co., category=camping gear)
InventoryItem(productName=NatureSeeker Binoculars, quantity=946, arrivalDate=2025-01-03, manufacturer=Outdoor Pursuits Co., category=climbing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=448, arrivalDate=2025-04-21, manufacturer=Nature's Edge Equipment, category=camping gear)
InventoryItem(productName=OutdoorGear Hammock, quantity=279, arrivalDate=2024-02-03, manufacturer=Outdoor Discovery Co., category=hiking equipment)
InventoryItem(productName=AdventurePro Backpack, quantity=628, arrivalDate=2024-05-17, manufacturer=Trailblazer Supplies, category=climbing)
InventoryItem(productName=OutdoorGear Hammock, quantity=147, arrivalDate=2024-03-22, manufacturer=Adventure Seekers Gear, category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=106, arrivalDate=2025-09-16, manufacturer=Nature's Edge Equipment, category=mountain biking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=331, arrivalDate=2024-05-30, manufacturer=Backcountry Bound, category=hiking equipment)
InventoryItem(productName=TrailTracker GPS Device, quantity=937, arrivalDate=2025-09-16, manufacturer=Explorer's Edge Equipment, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=197, arrivalDate=2024-11-12, manufacturer=Explorers Equipment, category=climbing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=178, arrivalDate=2024-03-16, manufacturer=Outdoor Pursuits Co., category=hiking equipment)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=484, arrivalDate=2025-02-05, manufacturer=Explorers Equipment, category=hiking equipment)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=149, arrivalDate=2024-09-29, manufacturer=Outdoor Provisions Ltd., category=climbing)
InventoryItem(productName=HikePro Trekking Poles, quantity=627, arrivalDate=2025-02-02, manufacturer=Summit Seekers, category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=450, arrivalDate=2024-11-28, manufacturer=Outdoor Discovery Co., category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=316, arrivalDate=2024-05-24, manufacturer=Outdoor Discovery Co., category=camping gear)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=636, arrivalDate=2024-09-15, manufacturer=Summit Seekers, category=fishing supplies)
InventoryItem(productName=NatureSeeker Binoculars, quantity=288, arrivalDate=2024-07-25, manufacturer=Backcountry Essentials, category=climbing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=421, arrivalDate=2025-02-22, manufacturer=Explorers Equipment, category=climbing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=611, arrivalDate=2025-04-23, manufacturer=Outdoor Pursuits Co., category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=86, arrivalDate=2024-02-21, manufacturer=Wildland Gear, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=290, arrivalDate=2024-05-21, manufacturer=Nature's Trail Gear, category=backpacking)
InventoryItem(productName=OutdoorGear Hammock, quantity=44, arrivalDate=2025-06-03, manufacturer=Outdoor Gear Emporium, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=957, arrivalDate=2025-07-16, manufacturer=Trailblazer Supplies, category=camping gear)
InventoryItem(productName=OutdoorGear Hammock, quantity=195, arrivalDate=2024-03-12, manufacturer=Outdoor Pursuits Co., category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=476, arrivalDate=2025-03-30, manufacturer=Peak Performance Gear, category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=344, arrivalDate=2024-09-22, manufacturer=Trailblazer Outfitters, category=fishing supplies)
InventoryItem(productName=OutdoorGear Hammock, quantity=981, arrivalDate=2024-03-30, manufacturer=Nature's Trail Gear, category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=346, arrivalDate=2025-06-13, manufacturer=Wildland Gear, category=mountain biking)
InventoryItem(productName=AdventurePro Backpack, quantity=337, arrivalDate=2025-07-02, manufacturer=Outdoor Pursuits Co., category=camping gear)
InventoryItem(productName=HikePro Trekking Poles, quantity=605, arrivalDate=2024-04-13, manufacturer=Outdoor Gear Emporium, category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=60, arrivalDate=2024-05-10, manufacturer=Peak Performance Gear, category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=677, arrivalDate=2024-09-14, manufacturer=Summit Supplies, category=fishing supplies)
InventoryItem(productName=AdventurePro Backpack, quantity=448, arrivalDate=2024-09-24, manufacturer=Trailblazer Supplies, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=48, arrivalDate=2025-04-02, manufacturer=Trailblazer Outfitters, category=fishing supplies)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=675, arrivalDate=2025-07-18, manufacturer=Explorer's Edge Equipment, category=backpacking)
InventoryItem(productName=HikePro Trekking Poles, quantity=459, arrivalDate=2024-11-06, manufacturer=Outdoor Gear Emporium, category=backpacking)
InventoryItem(productName=HikePro Trekking Poles, quantity=785, arrivalDate=2024-05-20, manufacturer=Peak Performance Gear, category=skiing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=452, arrivalDate=2024-10-26, manufacturer=Backcountry Bound, category=camping gear)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=99, arrivalDate=2024-06-06, manufacturer=Trailblazer Supplies, category=camping gear)
InventoryItem(productName=OutdoorGear Hammock, quantity=909, arrivalDate=2024-03-09, manufacturer=Explorer's Edge Equipment, category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=185, arrivalDate=2025-01-08, manufacturer=Nature's Best Gear, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=617, arrivalDate=2025-07-21, manufacturer=Nature's Edge Equipment, category=skiing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=393, arrivalDate=2025-07-15, manufacturer=Trailblazer Supplies, category=backpacking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=812, arrivalDate=2024-10-10, manufacturer=Alpine Adventure Co., category=backpacking)
InventoryItem(productName=OutdoorGear Hammock, quantity=334, arrivalDate=2024-12-19, manufacturer=Peak Performance Gear, category=camping gear)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=309, arrivalDate=2024-06-16, manufacturer=Summit Seekers, category=skiing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=399, arrivalDate=2025-07-02, manufacturer=Outdoor Provisions Ltd., category=backpacking)
InventoryItem(productName=AdventurePro Backpack, quantity=701, arrivalDate=2024-12-15, manufacturer=Alpine Adventure Co., category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=784, arrivalDate=2024-12-13, manufacturer=Adventure Gear Co., category=backpacking)
InventoryItem(productName=AdventurePro Backpack, quantity=889, arrivalDate=2024-02-02, manufacturer=Wildland Gear, category=camping gear)
InventoryItem(productName=AdventurePro Backpack, quantity=211, arrivalDate=2024-03-09, manufacturer=Backcountry Bound, category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=792, arrivalDate=2025-08-12, manufacturer=Outdoor Discovery Co., category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=255, arrivalDate=2024-10-15, manufacturer=Adventure Seekers Gear, category=hiking equipment)
InventoryItem(productName=OutdoorGear Hammock, quantity=97, arrivalDate=2025-09-25, manufacturer=Nature's Edge Equipment, category=climbing)
InventoryItem(productName=AdventurePro Backpack, quantity=387, arrivalDate=2024-07-02, manufacturer=Explorers Equipment, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=706, arrivalDate=2024-04-19, manufacturer=Nature's Trail Gear, category=mountain biking)
InventoryItem(productName=AdventurePro Backpack, quantity=73, arrivalDate=2025-05-18, manufacturer=Nature's Edge Equipment, category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=906, arrivalDate=2025-08-09, manufacturer=Wildland Gear, category=camping gear)
InventoryItem(productName=HikePro Trekking Poles, quantity=718, arrivalDate=2024-12-03, manufacturer=Expedition Outfitters, category=mountain biking)
InventoryItem(productName=NatureSeeker Binoculars, quantity=480, arrivalDate=2024-09-15, manufacturer=Explorers Equipment, category=hiking equipment)
InventoryItem(productName=CampfirePro Cooking Set, quantity=738, arrivalDate=2024-04-13, manufacturer=Peak Performance Gear, category=mountain biking)
InventoryItem(productName=HikePro Trekking Poles, quantity=518, arrivalDate=2024-10-20, manufacturer=Outdoor Discovery Co., category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=590, arrivalDate=2025-06-13, manufacturer=Nature's Edge Equipment, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=967, arrivalDate=2025-03-05, manufacturer=Nature's Edge Equipment, category=climbing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=390, arrivalDate=2024-03-03, manufacturer=Outdoor Pursuits Co., category=camping gear)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=132, arrivalDate=2024-08-04, manufacturer=Outdoor Provisions Ltd., category=backpacking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=677, arrivalDate=2024-11-08, manufacturer=Outdoor Discovery Co., category=climbing)
InventoryItem(productName=TrailTracker GPS Device, quantity=588, arrivalDate=2025-07-23, manufacturer=Adventure Seekers Gear, category=camping gear)
InventoryItem(productName=TrailTracker GPS Device, quantity=432, arrivalDate=2025-01-24, manufacturer=Backcountry Essentials, category=backpacking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=930, arrivalDate=2024-07-01, manufacturer=Explorer's Edge Equipment, category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=674, arrivalDate=2024-07-20, manufacturer=Outdoor Discovery Co., category=skiing)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=913, arrivalDate=2025-09-11, manufacturer=Explorer's Edge Equipment, category=backpacking)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=912, arrivalDate=2024-12-02, manufacturer=Trailblazer Gear, category=camping gear)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=559, arrivalDate=2024-11-05, manufacturer=Explorer's Edge Equipment, category=climbing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=394, arrivalDate=2025-08-15, manufacturer=Adventure Seekers Gear, category=fishing supplies)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=374, arrivalDate=2024-03-29, manufacturer=Outdoor Gear Emporium, category=climbing)
InventoryItem(productName=HikePro Trekking Poles, quantity=837, arrivalDate=2024-03-02, manufacturer=Outdoor Gear Emporium, category=fishing supplies)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=771, arrivalDate=2025-07-04, manufacturer=Nature's Best Gear, category=hiking equipment)
InventoryItem(productName=OutdoorGear Hammock, quantity=267, arrivalDate=2024-05-16, manufacturer=Backcountry Essentials, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=52, arrivalDate=2025-08-13, manufacturer=Backcountry Bound, category=hiking equipment)
InventoryItem(productName=TrailTracker GPS Device, quantity=833, arrivalDate=2024-02-28, manufacturer=Trailblazer Gear, category=skiing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=244, arrivalDate=2025-05-18, manufacturer=Trailblazer Outfitters, category=hiking equipment)
InventoryItem(productName=TrailTracker GPS Device, quantity=191, arrivalDate=2024-11-15, manufacturer=Adventure Gear Co., category=hiking equipment)
InventoryItem(productName=OutdoorGear Hammock, quantity=724, arrivalDate=2025-01-27, manufacturer=Outdoor Provisions Ltd., category=climbing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=938, arrivalDate=2024-06-26, manufacturer=Explorers Equipment, category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=910, arrivalDate=2024-10-10, manufacturer=Explorers Equipment, category=hiking equipment)
InventoryItem(productName=AdventurePro Backpack, quantity=64, arrivalDate=2024-08-12, manufacturer=Expedition Outfitters, category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=770, arrivalDate=2024-11-23, manufacturer=Trailblazer Gear, category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=81, arrivalDate=2024-06-14, manufacturer=Backcountry Bound, category=hiking equipment)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=754, arrivalDate=2024-12-26, manufacturer=Nature's Edge Equipment, category=fishing supplies)
InventoryItem(productName=OutdoorGear Hammock, quantity=78, arrivalDate=2024-05-16, manufacturer=Wilderness Outfitters, category=fishing supplies)
InventoryItem(productName=TrailTracker GPS Device, quantity=416, arrivalDate=2024-10-14, manufacturer=Explorer's Edge Equipment, category=backpacking)
InventoryItem(productName=HikePro Trekking Poles, quantity=870, arrivalDate=2025-06-17, manufacturer=Nature's Edge Equipment, category=fishing supplies)
InventoryItem(productName=HikePro Trekking Poles, quantity=922, arrivalDate=2024-08-14, manufacturer=Outdoor Pursuits Co., category=skiing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=729, arrivalDate=2024-01-25, manufacturer=Trailblazer Outfitters, category=fishing supplies)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=29, arrivalDate=2024-09-22, manufacturer=Wilderness Outfitters, category=camping gear)
InventoryItem(productName=HikePro Trekking Poles, quantity=706, arrivalDate=2024-02-27, manufacturer=Outdoor Pursuits Co., category=hiking equipment)
InventoryItem(productName=CampfirePro Cooking Set, quantity=177, arrivalDate=2025-07-04, manufacturer=Nature's Best Gear, category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=767, arrivalDate=2024-07-02, manufacturer=Wilderness Outfitters, category=camping gear)
InventoryItem(productName=CampfirePro Cooking Set, quantity=77, arrivalDate=2024-01-14, manufacturer=Backcountry Essentials, category=mountain biking)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=546, arrivalDate=2024-11-23, manufacturer=Outdoor Pursuits Co., category=skiing)
InventoryItem(productName=CampfirePro Cooking Set, quantity=188, arrivalDate=2025-07-15, manufacturer=Wilderness Wares, category=mountain biking)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=596, arrivalDate=2024-03-14, manufacturer=Peak Performance Gear, category=climbing)
InventoryItem(productName=OutdoorGear Hammock, quantity=62, arrivalDate=2025-03-02, manufacturer=Outdoor Provisions Ltd., category=climbing)
InventoryItem(productName=TrailBlazer Camping Tent, quantity=374, arrivalDate=2025-08-03, manufacturer=Trailblazer Supplies, category=backpacking)
InventoryItem(productName=TrailTracker GPS Device, quantity=186, arrivalDate=2024-07-02, manufacturer=Explorer's Edge Equipment, category=climbing)
InventoryItem(productName=NatureSeeker Binoculars, quantity=635, arrivalDate=2025-08-04, manufacturer=Wilderness Outfitters, category=camping gear)
InventoryItem(productName=HikePro Trekking Poles, quantity=606, arrivalDate=2025-02-03, manufacturer=Wilderness Outfitters, category=hiking equipment)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=237, arrivalDate=2025-09-22, manufacturer=Backcountry Essentials, category=skiing)
InventoryItem(productName=WildernessSurvivor Survival Kit, quantity=484, arrivalDate=2024-06-18, manufacturer=Summit Seekers, category=skiing)
InventoryItem(productName=HikePro Trekking Poles, quantity=844, arrivalDate=2024-11-12, manufacturer=Adventure Gear Co., category=climbing)
InventoryItem(productName=AdventurePro Backpack, quantity=637, arrivalDate=2024-09-18, manufacturer=Outdoor Gear Emporium, category=mountain biking)
InventoryItem(productName=OutdoorMaster Camping Stove, quantity=188, arrivalDate=2024-09-20, manufacturer=Adventure Seekers Gear, category=skiing)
InventoryItem(productName=ExplorerX Hiking Boots, quantity=945, arrivalDate=2024-11-12, manufacturer=Trailblazer Supplies, category=backpacking)
